ID,Month Year,Project Name,Street Name,Planning Area,Type of Sale,Price,$psm,Area,Tenure,Contract Date,Property Type,Type Of Area,Floor Level,Region,Postal Sector,Postal District,,,,,,,,,
95998,2024-11,TUAS LOT,TUAS AVENUE 11,Tuas,Resale,"$448,000","$1,273",352,30 yrs from 15/02/2008,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
95999,2024-11,ENTERPRISE HUB,TOH GUAN ROAD EAST,Clementi,Resale,"$1,150,000","$3,018",381,60 yrs from 01/12/1997,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
96000,2024-11,M-SPACE,MANDAI ESTATE,Sungei Kadut,Resale,"$1,210,000","$9,308",130,Freehold,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
96001,2024-11,DA JIN FACTORY BUILDING,UPPER PAYA LEBAR ROAD,Hougang,Resale,"$966,500","$8,707",111,Freehold,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
96002,2024-11,DA JIN FACTORY BUILDING,UPPER PAYA LEBAR ROAD,Hougang,Resale,"$966,500","$8,707",111,Freehold,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
96003,2024-11,NORDCOM TWO,GAMBAS CRESCENT,Sembawang,Resale,"$550,000","$3,548",155,30 yrs from 20/01/2014,11/14/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
96004,2024-11,CARROS CENTRE,JALAN LAM HUAT,Sungei Kadut,Resale,"$1,420,000","$8,875",160,Freehold,11/13/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
96005,2024-11,PANTECH BUSINESS HUB,PANDAN LOOP,Clementi,Resale,"$705,000","$4,829",146,99 yrs from 27/01/1984,11/13/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,12,5,,,,,,,,,
96006,2024-11,NORTHSTAR @ AMK,ANG MO KIO AVENUE 5,Serangoon,Resale,"$1,075,000","$6,476",166,60 yrs from 01/01/2007,11/12/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,56,20,,,,,,,,,
96007,2024-11,GOLD PINE INDUSTRIAL BUILDING,JOO SENG ROAD,Toa Payoh,Resale,"$939,998","$8,103",116,Freehold,11/12/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
96008,2024-11,HOLA CENTRE,UBI CRESCENT,Geylang,Resale,"$486,486","$6,574",74,60 yrs from 05/07/1997,11/12/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
96009,2024-11,WCEGA PLAZA,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$785,000","$3,244",242,60 yrs from 13/03/1997,11/12/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
96010,2024-11,,TUAS AVENUE 2,Tuas,Resale,"$9,050,000","$2,251",4021,20 yrs from 16/06/2018,11/12/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
96011,2024-11,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$1,500,000","$4,237",354,60 yrs from 04/01/1999,11/11/2024,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
96012,2024-11,TUAS SOUTH CONNECTION,TUAS SOUTH LINK 1,Tuas,Resale,"$5,588,000","$3,445",1622,30 yrs from 24/10/2018,11/11/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
96013,2024-11,TUAS LOT,TUAS AVENUE 11,Tuas,Resale,"$339,800","$1,497",227,30 yrs from 15/02/2008,11/11/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
96014,2024-11,TUAS SOUTH CONNECTION,TUAS SOUTH LINK 1,Tuas,Resale,"$5,588,000","$3,445",1622,30 yrs from 24/10/2018,11/11/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
96015,2024-11,,TUAS AVENUE 1,Tuas,Resale,"$3,075,000","$2,169",1418,30+30 yrs from 16/10/1982,11/11/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
96016,2024-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$880,000","$6,331",139,60 yrs from 23/01/2008,11/11/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
96017,2024-11,TAGORE 8,TAGORE INDUSTRIAL AVENUE,Ang Mo Kio,Resale,"$1,748,000","$6,964",251,Freehold,11/11/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,78,26,,,,,,,,,
96018,2024-11,EMPIRE TECHNOCENTRE,KAKI BUKIT ROAD 3,Bedok,Resale,"$1,628,000","$3,211",507,60 yrs from 09/01/1995,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96019,2024-11,LOYANG ENTERPRISE BUILDING,LOYANG WAY,Pasir Ris,Resale,"$1,700,000","$1,598",1064,30 yrs from 04/09/2013,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,50,17,,,,,,,,,
96020,2024-11,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,230,000","$4,301",286,60 yrs from 15/12/2010,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96021,2024-11,WOODLANDS 11,WOODLANDS CLOSE,Woodlands,Resale,"$1,030,888","$5,759",179,60 yrs from 05/07/2010,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
96022,2024-11,DA JIN FACTORY BUILDING,UPPER PAYA LEBAR ROAD,Hougang,Resale,"$1,662,680","$8,483",196,Freehold,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,53,19,,,,,,,,,
96023,2024-11,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$625,000","$2,765",226,30 yrs from 20/01/2012,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96024,2024-11,NORTH SPRING BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$768,000","$5,371",143,60 yrs from 01/02/2011,11/8/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
96025,2024-11,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,380,000","$5,702",242,60 yrs from 05/07/1997,11/7/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
96026,2024-11,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$1,250,000","$12,626",99,63 yrs from 12/01/2012,11/7/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
96027,2024-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$910,000","$6,547",139,60 yrs from 23/01/2008,11/7/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
96028,2024-11,ONE COMMONWEALTH,COMMONWEALTH LANE,Queenstown,Resale,"$268,800","$4,634",58,30 yrs from 01/03/2008,11/7/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,14,3,,,,,,,,,
96029,2024-11,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,474,000","$5,154",286,60 yrs from 15/12/2010,11/6/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96030,2024-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$1,060,000","$6,795",156,60 yrs from 23/01/2008,11/6/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
96031,2024-11,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,474,000","$5,154",286,60 yrs from 15/12/2010,11/6/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96032,2024-11,,TUAS LINK 3,Tuas,Resale,"$3,850,000","$2,742",1404,30+30 yrs from 01/12/1995,11/6/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
96033,2024-11,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,260,000","$4,315",292,60 yrs from 09/07/1996,11/6/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96034,2024-11,TRIVEX,BURN ROAD,Toa Payoh,Resale,"$1,150,000","$8,214",140,60 yrs from 20/05/2008,11/5/2024,Warehouse,Strata,First Floor,Central Region,36,13,,,,,,,,,
96035,2024-11,UBI CENTRE,UBI AVENUE 1,Geylang,Resale,"$500,000","$5,882",85,60 yrs from 10/03/1997,11/5/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
96036,2024-11,TAGORE BUILDING,TAGORE DRIVE,Ang Mo Kio,Resale,"$1,265,000","$8,908",142,Freehold,11/5/2024,Warehouse,Strata,Non-First Floor,North-East Region,78,26,,,,,,,,,
96037,2024-11,RUBY WAREHOUSE COMPLEX,KAKI BUKIT ROAD 2,Bedok,Resale,"$570,860","$3,659",156,60 yrs from 07/12/1981,11/5/2024,Warehouse,Strata,First Floor,East Region,41,14,,,,,,,,,
96038,2024-11,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,100,000","$7,383",149,60 yrs from 15/12/2010,11/5/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96039,2024-11,PIONEER CENTRE,SOON LEE STREET,Jurong West,Resale,"$380,000","$2,734",139,30 yrs from 10/03/2010,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
96040,2024-11,CITY WAREHOUSE,KAKI BUKIT ROAD 2,Bedok,Resale,"$450,000","$2,406",187,60 yrs from 17/12/1981,11/4/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96041,2024-11,BIZTECH CENTRE,ALJUNIED ROAD,Geylang,Resale,"$1,350,000","$12,385",109,Freehold,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
96042,2024-11,FOOD VISION @ MANDAI,MANDAI ESTATE,Sungei Kadut,New Sale,"$3,306,520","$21,332",155,Freehold,11/4/2024,Multiple-User Factory,Strata,First Floor,North Region,72,25,,,,,,,,,
96043,2024-11,LIBERTY WAREHOUSE,TAGORE LANE,Ang Mo Kio,Resale,"$845,000","$8,048",105,Freehold,11/4/2024,Warehouse,Strata,First Floor,North-East Region,78,26,,,,,,,,,
96044,2024-11,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$800,000","$6,107",131,60 yrs from 15/11/2010,11/4/2024,Warehouse,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
96045,2024-11,FOOD VISION @ MANDAI,MANDAI ESTATE,Sungei Kadut,New Sale,"$2,600,000","$16,250",160,Freehold,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
96046,2024-11,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$550,000","$3,618",152,30 yrs from 20/01/2012,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
96047,2024-11,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$888,000","$6,677",133,60 yrs from 23/01/2008,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
96048,2024-11,FOOD VISION @ MANDAI,MANDAI ESTATE,Sungei Kadut,New Sale,"$2,600,000","$16,250",160,Freehold,11/4/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
96049,2024-11,BIZTECH CENTRE,ALJUNIED ROAD,Geylang,Resale,"$1,250,000","$12,136",103,Freehold,11/1/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
96050,2024-11,INNOVATION PLACE,MANDAI ESTATE,Sungei Kadut,Resale,"$1,360,000","$9,714",140,Freehold,11/1/2024,Warehouse,Strata,First Floor,North Region,72,25,,,,,,,,,
96051,2024-11,PRIMZ BIZHUB,WOODLANDS CLOSE,Woodlands,Resale,"$680,000","$6,538",104,60 yrs from 27/09/2011,11/1/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
96052,2024-11,TRADEHUB 21,BOON LAY WAY,Clementi,Resale,"$775,000","$5,741",135,60 yrs from 10/12/2003,11/1/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,60,22,,,,,,,,,
88375,2024-10,,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$300,000","$5,172",58,60 yrs from 09/01/1995,10/30/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
88376,2024-10,,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$450,000","$4,327",104,60 yrs from 09/01/1995,10/30/2024,Multiple-User Factory,Strata,First Floor,North Region,75,27,,,,,,,,,
88377,2024-10,THE COMMERZE@IRVING,IRVING PLACE,Toa Payoh,Resale,"$725,000","$7,552",96,60 yrs from 26/09/2011,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
88378,2024-10,BIZLINK CENTRE,UBI AVENUE 1,Geylang,Resale,"$543,000","$5,485",99,60 yrs from 10/03/1997,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88379,2024-10,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$680,000","$7,158",95,60 yrs from 10/06/2011,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88380,2024-10,TAGORE 8,TAGORE INDUSTRIAL AVENUE,Ang Mo Kio,Resale,"$1,500,000","$6,881",218,Freehold,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,North-East Region,78,26,,,,,,,,,
88381,2024-10,,JALAN LEMBAH KALLANG,Kallang,Resale,"$15,600,000","$12,785",1220,99 yrs from 01/01/1965,10/30/2024,Warehouse,Land,-,Central Region,33,12,,,,,,,,,
88382,2024-10,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$800,000","$6,957",115,60 yrs from 23/01/2008,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
88383,2024-10,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$680,000","$7,158",95,60 yrs from 10/06/2011,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88384,2024-10,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,450,000","$4,277",339,60 yrs from 15/12/2010,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88385,2024-10,GORDON WAREHOUSE BUILDING,KAKI BUKIT ROAD 2,Bedok,Resale,"$350,000","$2,188",160,60 yrs from 25/07/1981,10/30/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88386,2024-10,WOODLANDS INDUSTRIAL XCHANGE,WOODLANDS AVENUE 10,Sembawang,Resale,"$708,000","$4,425",160,30 yrs from 29/04/2013,10/30/2024,Multiple-User Factory,Strata,First Floor,North Region,73,25,,,,,,,,,
88387,2024-10,NORDCOM ONE,GAMBAS CRESCENT,Sembawang,Resale,"$400,000","$2,597",154,30 yrs from 20/01/2014,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
88388,2024-10,THE COMMERZE@IRVING,IRVING PLACE,Toa Payoh,Resale,"$830,000","$6,975",119,60 yrs from 26/09/2011,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
88389,2024-10,KB INDUSTRIAL BUILDING,KAKI BUKIT ROAD 1,Bedok,Resale,"$2,000,000","$4,264",469,60 yrs from 09/01/1995,10/30/2024,Multiple-User Factory,Strata,First Floor,East Region,41,14,,,,,,,,,
88390,2024-10,TUAS SOUTH CONNECTION,TUAS SOUTH LINK 1,Tuas,Resale,"$5,808,000","$3,445",1686,30 yrs from 24/10/2018,10/30/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
88391,2024-10,MIDVIEW CITY,SIN MING LANE,Bishan,Resale,"$1,032,000","$6,615",156,60 yrs from 23/01/2008,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,57,20,,,,,,,,,
88392,2024-10,PIONEER POINT,SOON LEE STREET,Jurong West,Resale,"$320,000","$3,596",89,30 yrs from 17/10/2011,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,62,22,,,,,,,,,
88393,2024-10,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$650,000","$3,801",171,30 yrs from 06/01/2015,10/30/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
88394,2024-10,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$780,000","$4,084",191,30 yrs from 06/01/2015,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
88395,2024-10,SHINE@TUAS SOUTH,TUAS SOUTH LINK 1,Tuas,Resale,"$748,000","$4,087",183,30 yrs from 06/01/2015,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
88396,2024-10,KAKI BUKIT TECHPARK II,KAKI BUKIT VIEW,Bedok,Resale,"$7,000,000","$11,173",627,60 yrs from 09/07/1996,10/29/2024,Single-User Factory,Land,-,East Region,41,14,,,,,,,,,
88397,2024-10,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,369,000","$4,787",286,60 yrs from 15/12/2010,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88398,2024-10,THE CRESCENT @ KALLANG,KALLANG PUDDING ROAD,Geylang,Resale,"$1,160,000","$6,409",181,60 yrs from 06/03/2009,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,34,13,,,,,,,,,
88399,2024-10,PREMIER @ KAKI BUKIT,KAKI BUKIT AVENUE 4,Bedok,Resale,"$1,369,000","$4,837",283,60 yrs from 15/12/2010,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88400,2024-10,TUAS BAY INDUSTRIAL CENTRE,TUAS SOUTH AVENUE 2,Tuas,Resale,"$1,378,850","$2,423",569,60 yrs from 08/04/2000,10/29/2024,Multiple-User Factory,Strata,-,West Region,63,22,,,,,,,,,
88401,2024-10,FOOD XCHANGE @ ADMIRALTY,ADMIRALTY STREET,Sembawang,Resale,"$1,620,000","$6,231",260,60 yrs from 09/10/2000,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
88402,2024-10,CT HUB 2,LAVENDER STREET,Kallang,Resale,"$1,130,000","$11,414",99,63 yrs from 12/01/2012,10/29/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
88403,2024-10,OXLEY BIZHUB,UBI ROAD 1,Geylang,Resale,"$660,000","$7,021",94,60 yrs from 15/11/2010,10/28/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88404,2024-10,NORTH LINK BUILDING,ADMIRALTY STREET,Sembawang,Resale,"$1,270,000","$2,635",482,60 yrs from 09/10/1999,10/28/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
88405,2024-10,ADMIRALTY INDUSTRIAL PARK,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$360,000","$4,091",88,60 yrs from 09/01/1995,10/28/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
88406,2024-10,UBI TECHPARK,UBI CRESCENT,Geylang,Resale,"$1,068,720","$7,858",136,60 yrs from 05/07/1997,10/28/2024,Multiple-User Factory,Strata,First Floor,Central Region,40,14,,,,,,,,,
88407,2024-10,LINK@AMK,ANG MO KIO STREET 62,Ang Mo Kio,Resale,"$1,500,000","$7,500",200,60 yrs from 28/06/2011,10/28/2024,Warehouse,Strata,First Floor,North-East Region,56,20,,,,,,,,,
88408,2024-10,GORDON WAREHOUSE BUILDING,KAKI BUKIT ROAD 2,Bedok,Resale,"$418,000","$2,580",162,60 yrs from 25/07/1981,10/25/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88409,2024-10,MIDVIEW BUILDING,BUKIT BATOK STREET 23,Bukit Batok,Resale,"$298,000","$3,204",93,60 yrs from 13/03/1997,10/25/2024,Warehouse,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
88410,2024-10,WESTLINK ONE,TUAS VIEW PLACE,Tuas,Resale,"$800,000","$2,867",279,60 yrs from 20/11/1995,10/25/2024,Warehouse,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
88411,2024-10,INNOVATION PLACE,MANDAI ESTATE,Sungei Kadut,Resale,"$1,908,000","$12,153",157,Freehold,10/25/2024,Warehouse,Strata,First Floor,North Region,72,25,,,,,,,,,
88412,2024-10,NORTH POINT BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$846,888","$3,558",238,57 yrs from 18/09/2012,10/24/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
88413,2024-10,YI XIU FACTORY BUILDING,SIMS AVENUE,Geylang,Resale,"$1,038,000","$9,792",106,Freehold,10/24/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,38,14,,,,,,,,,
88414,2024-10,DA JIN FACTORY BUILDING,UPPER PAYA LEBAR ROAD,Hougang,Resale,"$1,400,000","$11,570",121,Freehold,10/24/2024,Multiple-User Factory,Strata,First Floor,North-East Region,53,19,,,,,,,,,
88415,2024-10,MANDAI FOODLINK,MANDAI LINK,Sungei Kadut,Resale,"$1,200,000","$4,528",265,30 yrs from 28/10/2013,10/24/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,72,25,,,,,,,,,
88416,2024-10,INVEST HO BUILDING,MACTAGGART ROAD,Toa Payoh,Resale,"$1,601,670","$9,366",171,Freehold,10/24/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
88417,2024-10,GOLDEN WALL FLATTED FACTORY,JALAN RAJAH,Novena,Resale,"$1,350,000","$9,574",141,Freehold,10/24/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,32,12,,,,,,,,,
88418,2024-10,,WOODLANDS INDUSTRIAL PARK E1,Woodlands,Resale,"$13,008,888","$12,203",1066,60 yrs from 09/01/1995,10/23/2024,Single-User Factory,Land,-,North Region,75,27,,,,,,,,,
88419,2024-10,ONE COMMONWEALTH,COMMONWEALTH LANE,Queenstown,Resale,"$468,000","$3,545",132,30 yrs from 01/03/2008,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,14,3,,,,,,,,,
88420,2024-10,OXLEY BIZHUB 2,UBI ROAD 1,Geylang,Resale,"$718,000","$7,638",94,60 yrs from 10/06/2011,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88421,2024-10,SYNERGY @ KB,KAKI BUKIT ROAD 4,Bedok,Resale,"$475,000","$4,130",115,30 yrs from 20/01/2012,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88422,2024-10,WCEGA TOWER,BUKIT BATOK CRESCENT,Bukit Batok,Resale,"$575,000","$6,461",89,60 yrs from 13/03/1997,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,65,23,,,,,,,,,
88423,2024-10,CT HUB,KALLANG AVENUE,Kallang,Resale,"$1,472,000","$10,222",144,99 yrs from 14/01/1976,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,33,12,,,,,,,,,
88424,2024-10,MEGA@WOODLANDS,WOODLANDS CLOSE,Woodlands,Resale,"$511,000","$2,839",180,30 yrs from 29/09/2014,10/22/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
88425,2024-10,TAGORE 8,TAGORE INDUSTRIAL AVENUE,Ang Mo Kio,Resale,"$2,830,000","$7,370",384,Freehold,10/22/2024,Multiple-User Factory,Strata,First Floor,North-East Region,78,26,,,,,,,,,
88426,2024-10,GORDON WAREHOUSE BUILDING,KAKI BUKIT ROAD 2,Bedok,Resale,"$621,378","$2,390",260,60 yrs from 25/07/1981,10/22/2024,Warehouse,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88427,2024-10,EUNOS TECHNOLINK,KAKI BUKIT ROAD 1,Bedok,Resale,"$1,500,000","$5,792",259,60 yrs from 09/07/1996,10/21/2024,Multiple-User Factory,Strata,Non-First Floor,East Region,41,14,,,,,,,,,
88428,2024-10,PIONEER LOT,BENOI ROAD,Pioneer,Resale,"$900,000",$925,973,30 yrs from 01/04/2006,10/21/2024,Multiple-User Factory,Strata,-,West Region,62,22,,,,,,,,,
88429,2024-10,,TUAS VIEW LOOP,Tuas,Resale,"$2,638,000","$3,790",696,60 yrs from 15/12/1997,10/21/2024,Single-User Factory,Land,-,West Region,63,22,,,,,,,,,
88430,2024-10,VERTEX,UBI AVENUE 3,Geylang,Resale,"$918,000","$6,331",145,60 yrs from 01/01/2007,10/21/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88431,2024-10,WOODLANDS HORIZON,WOODLANDS CLOSE,Woodlands,Resale,"$800,000","$5,000",160,60 yrs from 29/02/2012,10/21/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,73,25,,,,,,,,,
88432,2024-10,THE WESTCOM,TUAS SOUTH AVENUE 6,Tuas,Resale,"$640,000","$2,370",270,60 yrs from 09/07/1996,10/21/2024,Multiple-User Factory,Strata,Non-First Floor,West Region,63,22,,,,,,,,,
88433,2024-10,ASCENT @ GAMBAS,GAMBAS WAY,Sembawang,Resale,"$970,000","$3,089",314,26 yrs from 13/09/2023,10/21/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,75,27,,,,,,,,,
88434,2024-10,FRONTIER,UBI AVENUE 3,Geylang,Resale,"$950,000","$4,634",205,60 yrs from 04/01/1999,10/18/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,40,14,,,,,,,,,
88435,2024-10,GOLD PINE INDUSTRIAL BUILDING,JOO SENG ROAD,Toa Payoh,Resale,"$1,328,000","$8,352",159,Freehold,10/18/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,36,13,,,,,,,,,
88436,2024-10,CENDEX CENTRE,LOWER DELTA ROAD,Bukit Merah,Resale,"$780,000","$7,647",102,60 yrs from 21/03/2005,10/18/2024,Multiple-User Factory,Strata,Non-First Floor,Central Region,16,3,,,,,,,,,
88437,2024-10,NORTH POINT BIZHUB,YISHUN INDUSTRIAL STREET 1,Yishun,Resale,"$800,000","$3,292",243,57 yrs from 18/09/2012,10/18/2024,Multiple-User Factory,Strata,Non-First Floor,North Region,76,27,,,,,,,,,
